Time	yVcScHv_BatteryVoltage_DOC	yVcScHv_DcLinkVoltage_DOC	yVcScHv_IsolationResistance_DOC	yVcScHv_CrashSignal_DOC	yVcScHv_DriveEnable_DOC	yVcScHv_ChargeEnable_DOC	yVcScHv_ContactorFeedback_DOC	yVcScHv_PrechargeFeedback_DOC	yVcScHv_Command_DOC	DVcScHv_InvalidChannels_D	yVcScHv_ElapsedPrecharge_DOC	yVcScHv_PrechargeRequest_DOC	yVcScHv_MainRequest_DOC
8.02	400	395	500000	0	1	0	0	1	3	0	0.009999999776482582	0	0
8.03	400	395	500000	0	1	0	0	1	3	0	0.009999999776482582	0	0
8.04	400	395	500000	0	1	0	0	1	3	0	0.009999999776482582	0	0
8.05	400	395	500000	0	1	0	0	1	3	0	0.009999999776482582	0	0
8.06	400	395	500000	0	1	0	1	1	3	0	0.009999999776482582	0	0
8.07	400	395	500000	0	1	0	1	1	3	0	0.009999999776482582	0	0
8.08	400	395	500000	0	1	0	1	1	3	0	0.009999999776482582	0	0
8.09	400	395	500000	0	1	0	1	1	3	0	0.009999999776482582	0	0
8.1	400	395	500000	0	1	0	1	1	3	0	0.009999999776482582	0	0
8.11	0	0	0	1	0	0	0	0	0	8	0	0	0
8.12	0	0	0	1	0	0	0	0	0	8	0	0	0
8.13	0	0	0	1	0	0	0	0	0	8	0	0	0
8.14	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.15	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.16	400	395	500000	0	1	0	1	1	1	0	0	1	0
8.17	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.18	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.19	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.2	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.21	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.22	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.23	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.24	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.25	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.26	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.27	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.28	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.29	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.3	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.31	0	0	0	1	0	0	0	0	0	8	0	0	0
8.32	0	0	0	1	0	0	0	0	0	8	0	0	0
8.33	0	0	0	1	0	0	0	0	0	8	0	0	0
8.34	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.35	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.36	400	395	500000	0	1	0	1	1	1	0	0	1	0
8.37	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.38	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.39	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.4	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.41	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.42	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.43	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.44	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.45	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.46	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.47	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.48	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.49	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.5	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.51	0	0	0	1	0	0	0	0	0	8	0	0	0
8.52	0	0	0	1	0	0	0	0	0	8	0	0	0
8.53	0	0	0	1	0	0	0	0	0	8	0	0	0
8.54	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.55	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.56	400	395	500000	0	1	0	1	1	1	0	0	1	0
8.57	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.58	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.59	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.6	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.61	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.62	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.63	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.64	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.65	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.66	400	395	500000	0	1	0	0	1	3	1	0	0	0
8.67	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.68	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.69	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.7	400	395	500000	0	1	0	1	1	3	0	0	0	0
8.71	0	0	0	1	0	0	0	0	0	8	0	0	0
8.72	0	0	0	1	0	0	0	0	0	8	0	0	0
8.73	0	0	0	1	0	0	0	0	0	8	0	0	0
8.74	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.75	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.76	400	395	500000	0	1	0	1	1	1	0	0	1	0
8.77	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.78	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.79	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.8	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.81	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.82	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.83	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.84	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.85	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.86	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.87	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.88	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.89	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.9	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.91	0	0	0	1	0	0	0	0	0	8	0	0	0
8.92	0	0	0	1	0	0	0	0	0	8	0	0	0
8.93	0	0	0	1	0	0	0	0	0	8	0	0	0
8.94	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.95	400	395	500000	0	0	0	1	1	0	0	0	0	0
8.96	400	395	500000	0	1	0	1	1	1	0	0	1	0
8.97	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.98	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
8.99	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.0	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.01	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.02	400	395	500000	0	1	0	0	1	3	1	0	0	0
9.03	400	395	500000	0	1	0	0	1	3	1	0	0	0
9.04	400	395	500000	0	1	0	0	1	3	1	0	0	0
9.05	400	395	500000	0	1	0	0	1	3	1	0	0	0
9.06	400	395	500000	0	1	0	0	1	3	1	0	0	0
9.07	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.08	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.09	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.1	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.11	0	0	0	1	0	0	0	0	0	8	0	0	0
9.12	0	0	0	1	0	0	0	0	0	8	0	0	0
9.13	0	0	0	1	0	0	0	0	0	8	0	0	0
9.14	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.15	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.16	400	395	500000	0	1	0	1	1	1	0	0	1	0
9.17	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.18	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.19	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.2	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.21	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.22	400	395	500000	0	1	0	1	0	2	0	0.009999999776482582	0	1
9.23	400	395	500000	0	1	0	1	0	2	0	0.009999999776482582	0	1
9.24	400	395	500000	0	1	0	1	0	2	0	0.009999999776482582	0	1
9.25	400	395	500000	0	1	0	1	0	2	0	0.009999999776482582	0	1
9.26	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.27	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.28	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.29	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.3	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.31	0	0	0	1	0	0	0	0	0	8	0	0	0
9.32	0	0	0	1	0	0	0	0	0	8	0	0	0
9.33	0	0	0	1	0	0	0	0	0	8	0	0	0
9.34	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.35	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.36	400	395	500000	0	1	0	1	1	1	0	0	1	0
9.37	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.38	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.39	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.4	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.41	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.42	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.43	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.44	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.45	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.46	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.47	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.48	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.49	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.5	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.51	0	0	0	1	0	0	0	0	0	8	0	0	0
9.52	0	0	0	1	0	0	0	0	0	8	0	0	0
9.53	0	0	0	1	0	0	0	0	0	8	0	0	0
9.54	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.55	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.56	400	395	500000	0	1	0	1	1	1	0	0	1	0
9.57	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.58	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.59	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.6	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.61	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.62	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.63	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.64	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.65	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.66	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.67	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.68	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.69	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.7	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.71	0	0	0	1	0	0	0	0	0	8	0	0	0
9.72	0	0	0	1	0	0	0	0	0	8	0	0	0
9.73	0	0	0	1	0	0	0	0	0	8	0	0	0
9.74	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.75	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.76	400	395	500000	0	1	0	1	1	1	0	0	1	0
9.77	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.78	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.79	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.8	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.81	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.82	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.83	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.84	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.85	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.86	400	395	500000	0	1	0	1	0	3	1	0	0	0
9.87	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.88	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.89	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.9	400	395	500000	0	1	0	1	1	3	0	0	0	0
9.91	0	0	0	1	0	0	0	0	0	8	0	0	0
9.92	0	0	0	1	0	0	0	0	0	8	0	0	0
9.93	0	0	0	1	0	0	0	0	0	8	0	0	0
9.94	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.95	400	395	500000	0	0	0	1	1	0	0	0	0	0
9.96	400	395	500000	0	1	0	1	1	1	0	0	1	0
9.97	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.98	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
9.99	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.0	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.01	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.02	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.03	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.04	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.05	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.06	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.07	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.08	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.09	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.1	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.11	0	0	0	1	0	0	0	0	0	8	0	0	0
10.12	0	0	0	1	0	0	0	0	0	8	0	0	0
10.13	0	0	0	1	0	0	0	0	0	8	0	0	0
10.14	400	395	500000	0	0	0	1	1	0	0	0	0	0
10.15	400	395	500000	0	0	0	1	1	0	0	0	0	0
10.16	400	395	500000	0	1	0	1	1	1	0	0	1	0
10.17	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.18	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.19	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.2	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.21	400	395	500000	0	1	0	1	1	2	0	0.009999999776482582	0	1
10.22	400	395	500000	0	1	0	1	0	3	1	0	0	0
10.23	400	395	500000	0	1	0	1	0	3	1	0	0	0
10.24	400	395	500000	0	1	0	1	0	3	1	0	0	0
10.25	400	395	500000	0	1	0	1	0	3	1	0	0	0
10.26	400	395	500000	0	1	0	1	0	3	1	0	0	0
10.27	400	395	500000	0	1	0	1	1	3	0	0	0	0
10.28	400	395	500000	0	1	0	1	1	3	0	0	0	0
10.29	400	395	500000	0	1	0	1	1	3	0	0	0	0
10.3	400	395	500000	0	1	0	1	1	3	0	0	0	0
10.31	0	0	0	1	0	0	0	0	0	8	0	0	0
10.32	0	0	0	1	0	0	0	0	0	8	0	0	0
10.33	0	0	0	1	0	0	0	0	0	8	0	0	0
10.34	400	10	500000	0	0	0	1	0	0	0	0	0	0
10.35	400	10	500000	0	0	0	1	0	0	0	0	0	0
10.36	400	10	500000	0	1	0	1	0	1	0	0	1	0
10.37	400	10	500000	0	1	0	1	0	1	0	0.009999999776482582	1	0
10.38	400	10	500000	0	1	0	1	0	1	0	0.019999999552965164	1	0
10.39	400	10	500000	0	1	0	1	0	1	0	0.029999999329447746	1	0
10.4	400	10	500000	0	1	0	1	0	1	0	0.03999999910593033	1	0
10.41	400	10	500000	0	1	0	1	0	1	0	0.05000000074505806	1	0
10.42	400	10	500000	0	1	0	1	0	1	0	0.05999999865889549	1	0
10.43	400	10	500000	0	1	0	1	0	1	0	0.07000000029802322	1	0
10.44	400	10	500000	0	1	0	1	0	1	0	0.07999999821186066	1	0
10.45	400	10	500000	0	1	0	1	0	1	0	0.09000000357627869	1	0
10.46	400	10	500000	0	1	0	1	0	1	0	0.10000000149011612	1	0
10.47	400	10	500000	0	1	0	1	0	1	0	0.10999999940395355	1	0
10.48	400	10	500000	0	1	0	1	0	1	0	0.11999999731779099	1	0
10.49	400	10	500000	0	1	0	1	0	1	0	0.12999999523162842	1	0
10.5	400	10	500000	0	1	0	1	0	1	0	0.14000000059604645	1	0
10.51	400	10	500000	0	1	0	1	0	1	0	0.15000000596046448	1	0
10.52	400	10	500000	0	1	0	1	0	1	0	0.1599999964237213	1	0
10.53	400	10	500000	0	1	0	1	0	1	0	0.17000000178813934	1	0
10.54	400	10	500000	0	1	0	1	0	1	0	0.18000000715255737	1	0
10.55	400	10	500000	0	1	0	1	0	1	0	0.1899999976158142	1	0
10.56	400	10	500000	0	1	0	1	0	1	0	0.20000000298023224	1	0
10.57	400	10	500000	0	1	0	1	0	1	0	0.20999999344348907	1	0
10.58	400	10	500000	0	1	0	1	0	1	0	0.2199999988079071	1	0
10.59	400	10	500000	0	1	0	1	0	1	0	0.23000000417232513	1	0
10.6	400	10	500000	0	1	0	1	0	1	0	0.23999999463558197	1	0
10.61	400	10	500000	0	1	0	1	0	1	0	0.25	1	0
10.62	400	10	500000	0	1	0	1	0	1	0	0.25999999046325684	1	0
10.63	400	10	500000	0	1	0	1	0	1	0	0.27000001072883606	1	0
10.64	400	10	500000	0	1	0	1	0	1	0	0.2800000011920929	1	0
10.65	400	10	500000	0	1	0	1	0	1	0	0.28999999165534973	1	0
10.66	400	10	500000	0	1	0	1	0	1	0	0.30000001192092896	1	0
10.67	400	10	500000	0	1	0	1	0	1	0	0.3100000023841858	1	0
10.68	400	10	500000	0	1	0	1	0	1	0	0.3199999928474426	1	0
10.69	400	10	500000	0	1	0	1	0	1	0	0.33000001311302185	1	0
10.7	400	10	500000	0	1	0	1	0	1	0	0.3400000035762787	1	0
10.71	400	10	500000	0	1	0	1	0	1	0	0.3499999940395355	1	0
10.72	400	10	500000	0	1	0	1	0	1	0	0.36000001430511475	1	0
10.73	400	10	500000	0	1	0	1	0	1	0	0.3700000047683716	1	0
10.74	400	10	500000	0	1	0	1	0	1	0	0.3799999952316284	1	0
10.75	400	10	500000	0	1	0	1	0	1	0	0.38999998569488525	1	0
10.76	400	10	500000	0	1	0	1	0	1	0	0.4000000059604645	1	0
10.77	400	10	500000	0	1	0	1	0	1	0	0.4099999964237213	1	0
10.78	400	10	500000	0	1	0	1	0	1	0	0.41999998688697815	1	0
10.79	400	10	500000	0	1	0	1	0	1	0	0.4300000071525574	1	0
10.8	400	10	500000	0	1	0	1	0	1	0	0.4399999976158142	1	0
10.81	400	10	500000	0	1	0	1	0	1	0	0.44999998807907104	1	0
10.82	400	10	500000	0	1	0	1	0	1	0	0.46000000834465027	1	0
10.83	400	10	500000	0	1	0	1	0	1	0	0.4699999988079071	1	0
10.84	400	10	500000	0	1	0	1	0	1	0	0.47999998927116394	1	0
10.85	400	395	500000	0	1	0	1	1	2	0	0.49000000953674316	0	1
10.86	400	395	500000	0	1	0	1	1	2	0	0.49000000953674316	0	1
10.87	400	395	500000	0	1	0	1	1	2	0	0.49000000953674316	0	1
10.88	0	0	0	1	0	0	0	0	0	8	0	0	0
10.89	0	0	0	1	0	0	0	0	0	8	0	0	0
10.9	0	0	0	1	0	0	0	0	0	8	0	0	0
10.91	400	10	500000	0	0	0	1	0	0	0	0	0	0
10.92	400	10	500000	0	0	0	1	0	0	0	0	0	0
10.93	400	10	500000	0	1	0	1	0	1	0	0	1	0
10.94	400	10	500000	0	1	0	1	0	1	0	0.009999999776482582	1	0
10.95	400	10	500000	0	1	0	1	0	1	0	0.019999999552965164	1	0
10.96	400	10	500000	0	1	0	1	0	1	0	0.029999999329447746	1	0
10.97	400	10	500000	0	1	0	1	0	1	0	0.03999999910593033	1	0
10.98	400	10	500000	0	1	0	1	0	1	0	0.05000000074505806	1	0
10.99	400	10	500000	0	1	0	1	0	1	0	0.05999999865889549	1	0
11.0	400	10	500000	0	1	0	1	0	1	0	0.07000000029802322	1	0
11.01	400	10	500000	0	1	0	1	0	1	0	0.07999999821186066	1	0
11.02	400	10	500000	0	1	0	1	0	1	0	0.09000000357627869	1	0
11.03	400	10	500000	0	1	0	1	0	1	0	0.10000000149011612	1	0
11.04	400	10	500000	0	1	0	1	0	1	0	0.10999999940395355	1	0
11.05	400	10	500000	0	1	0	1	0	1	0	0.11999999731779099	1	0
11.06	400	10	500000	0	1	0	1	0	1	0	0.12999999523162842	1	0
11.07	400	10	500000	0	1	0	1	0	1	0	0.14000000059604645	1	0
11.08	400	10	500000	0	1	0	1	0	1	0	0.15000000596046448	1	0
11.09	400	10	500000	0	1	0	1	0	1	0	0.1599999964237213	1	0
11.1	400	10	500000	0	1	0	1	0	1	0	0.17000000178813934	1	0
11.11	400	10	500000	0	1	0	1	0	1	0	0.18000000715255737	1	0
11.12	400	10	500000	0	1	0	1	0	1	0	0.1899999976158142	1	0
11.13	400	10	500000	0	1	0	1	0	1	0	0.20000000298023224	1	0
11.14	400	10	500000	0	1	0	1	0	1	0	0.20999999344348907	1	0
11.15	400	10	500000	0	1	0	1	0	1	0	0.2199999988079071	1	0
11.16	400	10	500000	0	1	0	1	0	1	0	0.23000000417232513	1	0
11.17	400	10	500000	0	1	0	1	0	1	0	0.23999999463558197	1	0
11.18	400	10	500000	0	1	0	1	0	1	0	0.25	1	0
11.19	400	10	500000	0	1	0	1	0	1	0	0.25999999046325684	1	0
11.2	400	10	500000	0	1	0	1	0	1	0	0.27000001072883606	1	0
11.21	400	10	500000	0	1	0	1	0	1	0	0.2800000011920929	1	0
11.22	400	10	500000	0	1	0	1	0	1	0	0.28999999165534973	1	0
11.23	400	10	500000	0	1	0	1	0	1	0	0.30000001192092896	1	0
11.24	400	10	500000	0	1	0	1	0	1	0	0.3100000023841858	1	0
11.25	400	10	500000	0	1	0	1	0	1	0	0.3199999928474426	1	0
11.26	400	10	500000	0	1	0	1	0	1	0	0.33000001311302185	1	0
11.27	400	10	500000	0	1	0	1	0	1	0	0.3400000035762787	1	0
11.28	400	10	500000	0	1	0	1	0	1	0	0.3499999940395355	1	0
11.29	400	10	500000	0	1	0	1	0	1	0	0.36000001430511475	1	0
11.3	400	10	500000	0	1	0	1	0	1	0	0.3700000047683716	1	0
11.31	400	10	500000	0	1	0	1	0	1	0	0.3799999952316284	1	0
11.32	400	10	500000	0	1	0	1	0	1	0	0.38999998569488525	1	0
11.33	400	10	500000	0	1	0	1	0	1	0	0.4000000059604645	1	0
11.34	400	10	500000	0	1	0	1	0	1	0	0.4099999964237213	1	0
11.35	400	10	500000	0	1	0	1	0	1	0	0.41999998688697815	1	0
11.36	400	10	500000	0	1	0	1	0	1	0	0.4300000071525574	1	0
11.37	400	10	500000	0	1	0	1	0	1	0	0.4399999976158142	1	0
11.38	400	10	500000	0	1	0	1	0	1	0	0.44999998807907104	1	0
11.39	400	10	500000	0	1	0	1	0	1	0	0.46000000834465027	1	0
11.4	400	10	500000	0	1	0	1	0	1	0	0.4699999988079071	1	0
11.41	400	10	500000	0	1	0	1	0	1	0	0.47999998927116394	1	0
11.42	400	10	500000	0	1	0	1	0	1	0	0.49000000953674316	1	0
11.43	400	395	500000	0	1	0	1	1	2	0	0.5	0	1
11.44	400	395	500000	0	1	0	1	1	2	0	0.5	0	1
11.45	400	395	500000	0	1	0	1	1	2	0	0.5	0	1
11.46	0	0	0	1	0	0	0	0	0	8	0	0	0
11.47	0	0	0	1	0	0	0	0	0	8	0	0	0
11.48	0	0	0	1	0	0	0	0	0	8	0	0	0
11.49	400	10	500000	0	0	0	1	0	0	0	0	0	0
11.5	400	10	500000	0	0	0	1	0	0	0	0	0	0
11.51	400	10	500000	0	1	0	1	0	1	0	0	1	0
11.52	400	10	500000	0	1	0	1	0	1	0	0.009999999776482582	1	0
11.53	400	10	500000	0	1	0	1	0	1	0	0.019999999552965164	1	0
11.54	400	10	500000	0	1	0	1	0	1	0	0.029999999329447746	1	0
11.55	400	10	500000	0	1	0	1	0	1	0	0.03999999910593033	1	0
11.56	400	10	500000	0	1	0	1	0	1	0	0.05000000074505806	1	0
11.57	400	10	500000	0	1	0	1	0	1	0	0.05999999865889549	1	0
11.58	400	10	500000	0	1	0	1	0	1	0	0.07000000029802322	1	0
11.59	400	10	500000	0	1	0	1	0	1	0	0.07999999821186066	1	0
11.6	400	10	500000	0	1	0	1	0	1	0	0.09000000357627869	1	0
11.61	400	10	500000	0	1	0	1	0	1	0	0.10000000149011612	1	0
11.62	400	10	500000	0	1	0	1	0	1	0	0.10999999940395355	1	0
11.63	400	10	500000	0	1	0	1	0	1	0	0.11999999731779099	1	0
11.64	400	10	500000	0	1	0	1	0	1	0	0.12999999523162842	1	0
11.65	400	10	500000	0	1	0	1	0	1	0	0.14000000059604645	1	0
11.66	400	10	500000	0	1	0	1	0	1	0	0.15000000596046448	1	0
11.67	400	10	500000	0	1	0	1	0	1	0	0.1599999964237213	1	0
11.68	400	10	500000	0	1	0	1	0	1	0	0.17000000178813934	1	0
11.69	400	10	500000	0	1	0	1	0	1	0	0.18000000715255737	1	0
11.7	400	10	500000	0	1	0	1	0	1	0	0.1899999976158142	1	0
11.71	400	10	500000	0	1	0	1	0	1	0	0.20000000298023224	1	0
11.72	400	10	500000	0	1	0	1	0	1	0	0.20999999344348907	1	0
11.73	400	10	500000	0	1	0	1	0	1	0	0.2199999988079071	1	0
11.74	400	10	500000	0	1	0	1	0	1	0	0.23000000417232513	1	0
11.75	400	10	500000	0	1	0	1	0	1	0	0.23999999463558197	1	0
11.76	400	10	500000	0	1	0	1	0	1	0	0.25	1	0
11.77	400	10	500000	0	1	0	1	0	1	0	0.25999999046325684	1	0
11.78	400	10	500000	0	1	0	1	0	1	0	0.27000001072883606	1	0
11.79	400	10	500000	0	1	0	1	0	1	0	0.2800000011920929	1	0
11.8	400	10	500000	0	1	0	1	0	1	0	0.28999999165534973	1	0
11.81	400	10	500000	0	1	0	1	0	1	0	0.30000001192092896	1	0
11.82	400	10	500000	0	1	0	1	0	1	0	0.3100000023841858	1	0
11.83	400	10	500000	0	1	0	1	0	1	0	0.3199999928474426	1	0
11.84	400	10	500000	0	1	0	1	0	1	0	0.33000001311302185	1	0
11.85	400	10	500000	0	1	0	1	0	1	0	0.3400000035762787	1	0
11.86	400	10	500000	0	1	0	1	0	1	0	0.3499999940395355	1	0
11.87	400	10	500000	0	1	0	1	0	1	0	0.36000001430511475	1	0
11.88	400	10	500000	0	1	0	1	0	1	0	0.3700000047683716	1	0
11.89	400	10	500000	0	1	0	1	0	1	0	0.3799999952316284	1	0
11.9	400	10	500000	0	1	0	1	0	1	0	0.38999998569488525	1	0
